Location,Market Size,Product Type,Sales
South,Small Market,Coffee,94
South,Small Market,Coffee,94
East,Small Market,Herbal Tea,94
Central,Small Market,Tea,94
West,Small Market,Coffee,94
West,Small Market,Tea,94
East,Major Market,Tea,94
West,Small Market,Coffee,94
Central,Small Market,Espresso,95
Central,Small Market,Tea,95
Central,Major Market,Coffee,95
South,Small Market,Coffee,95
West,Small Market,Herbal Tea,95
West,Small Market,Tea,95
West,Small Market,Tea,95
West,Small Market,Espresso,95
South,Small Market,Espresso,95
South,Small Market,Espresso,95
West,Major Market,Coffee,95
Central,Small Market,Tea,95
Central,Major Market,Herbal Tea,95
West,Small Market,Coffee,95
East,Small Market,Tea,96
South,Major Market,Coffee,96
Central,Major Market,Coffee,96
Central,Major Market,Herbal Tea,96
Central,Small Market,Espresso,96
West,Small Market,Espresso,96
South,Small Market,Espresso,96
West,Major Market,Herbal Tea,96
Central,Small Market,Tea,96
Central,Small Market,Espresso,96
West,Major Market,Coffee,96
West,Small Market,Tea,96
West,Small Market,Espresso,96
East,Small Market,Espresso,97
Central,Small Market,Tea,97
West,Small Market,Coffee,97
West,Small Market,Tea,97
West,Small Market,Espresso,97
South,Small Market,Espresso,97
Central,Small Market,Tea,97
East,Small Market,Herbal Tea,97
West,Small Market,Coffee,97
Central,Small Market,Espresso,97
East,Small Market,Espresso,98
West,Small Market,Herbal Tea,98
West,Small Market,Tea,98
South,Small Market,Espresso,98
Central,Small Market,Tea,98
Central,Major Market,Herbal Tea,98
Central,Small Market,Tea,98
South,Small Market,Coffee,98
West,Major Market,Herbal Tea,98
South,Small Market,Coffee,98
South,Small Market,Coffee,98
West,Small Market,Herbal Tea,98
West,Small Market,Coffee,98
West,Small Market,Tea,98
West,Small Market,Coffee,98
West,Small Market,Herbal Tea,98
West,Small Market,Herbal Tea,98
South,Small Market,Espresso,98
East,Major Market,Espresso,98
West,Small Market,Herbal Tea,98
Central,Major Market,Coffee,98
Central,Major Market,Tea,98
South,Small Market,Coffee,98
South,Small Market,Coffee,98
South,Major Market,Coffee,98
Central,Major Market,Tea,98
Central,Major Market,Tea,98
West,Small Market,Herbal Tea,98
West,Small Market,Herbal Tea,99
West,Small Market,Tea,99
Central,Small Market,Espresso,99
Central,Small Market,Herbal Tea,99
South,Small Market,Coffee,99
South,Small Market,Coffee,99
South,Small Market,Espresso,99
East,Major Market,Espresso,99
West,Small Market,Coffee,99
West,Small Market,Espresso,99
West,Small Market,Herbal Tea,99
West,Small Market,Herbal Tea,99
South,Small Market,Coffee,99
West,Small Market,Herbal Tea,99
South,Small Market,Coffee,99
South,Major Market,Coffee,99
Central,Major Market,Tea,99
Central,Major Market,Tea,99
Central,Major Market,Herbal Tea,99
West,Major Market,Herbal Tea,99
East,Small Market,Espresso,99
East,Small Market,Tea,99
South,Small Market,Coffee,99
Central,Small Market,Tea,99
Central,Major Market,Coffee,99
West,Small Market,Herbal Tea,99
East,Small Market,Espresso,100
Central,Major Market,Tea,100
West,Small Market,Herbal Tea,100
South,Small Market,Coffee,100
West,Small Market,Herbal Tea,100
West,Small Market,Herbal Tea,100
East,Major Market,Tea,100
South,Small Market,Coffee,100
West,Small Market,Coffee,100
South,Small Market,Coffee,100
Central,Major Market,Tea,100
South,Major Market,Herbal Tea,101
West,Small Market,Herbal Tea,101
West,Small Market,Tea,101
West,Small Market,Coffee,101
West,Small Market,Herbal Tea,101
South,Small Market,Espresso,101
Central,Small Market,Herbal Tea,101
East,Small Market,Coffee,101
East,Small Market,Espresso,101
Central,Major Market,Coffee,101
Central,Major Market,Coffee,102
South,Major Market,Herbal Tea,102
Central,Small Market,Tea,102
Central,Small Market,Herbal Tea,102
West,Small Market,Herbal Tea,102
West,Small Market,Espresso,102
South,Small Market,Coffee,102
South,Small Market,Espresso,102
Central,Major Market,Espresso,102
West,Small Market,Tea,102
East,Major Market,Herbal Tea,102
West,Major Market,Coffee,102
Central,Major Market,Tea,102
West,Small Market,Coffee,102
West,Small Market,Espresso,103
Central,Small Market,Herbal Tea,103
Central,Major Market,Tea,103
East,Major Market,Herbal Tea,103
Central,Small Market,Herbal Tea,103
South,Small Market,Espresso,103
West,Small Market,Tea,103
West,Small Market,Tea,103
West,Small Market,Tea,103
West,Small Market,Espresso,103
South,Small Market,Espresso,103
South,Small Market,Espresso,103
East,Major Market,Herbal Tea,103
South,Major Market,Herbal Tea,103
Central,Major Market,Coffee,103
Central,Small Market,Espresso,103
East,Small Market,Espresso,103
Central,Small Market,Tea,103
Central,Small Market,Espresso,103
Central,Major Market,Espresso,103
West,Small Market,Coffee,103
West,Small Market,Espresso,103
South,Small Market,Espresso,104
East,Major Market,Tea,104
West,Small Market,Tea,104
South,Small Market,Espresso,104
East,Major Market,Espresso,104
South,Small Market,Coffee,104
Central,Small Market,Herbal Tea,104
West,Small Market,Herbal Tea,104
West,Small Market,Tea,104
West,Small Market,Tea,104
West,Small Market,Tea,104
East,Small Market,Espresso,104
West,Small Market,Herbal Tea,104
South,Small Market,Espresso,104
South,Small Market,Espresso,104
South,Small Market,Espresso,104
West,Small Market,Tea,104
West,Small Market,Coffee,104
Central,Small Market,Tea,104
East,Small Market,Coffee,104
East,Small Market,Espresso,104
East,Small Market,Espresso,104
Central,Small Market,Herbal Tea,104
Central,Small Market,Tea,104
Central,Major Market,Tea,104
East,Major Market,Espresso,104
Central,Small Market,Herbal Tea,104
West,Small Market,Tea,105
South,Small Market,Herbal Tea,105
East,Major Market,Espresso,105
East,Major Market,Tea,105
West,Small Market,Espresso,105
West,Small Market,Tea,105
East,Small Market,Tea,105
South,Small Market,Espresso,105
Central,Small Market,Tea,105
West,Major Market,Coffee,105
Central,Small Market,Tea,105
East,Small Market,Espresso,105
South,Small Market,Espresso,105
West,Major Market,Coffee,106
South,Small Market,Coffee,106
South,Small Market,Espresso,106
Central,Major Market,Coffee,106
West,Small Market,Herbal Tea,106
Central,Small Market,Tea,106
Central,Major Market,Tea,106
Central,Major Market,Herbal Tea,106
Central,Major Market,Herbal Tea,106
South,Small Market,Herbal Tea,106
West,Major Market,Herbal Tea,106
South,Small Market,Coffee,106
West,Small Market,Espresso,106
West,Small Market,Tea,106
West,Small Market,Tea,106
East,Small Market,Tea,106
West,Small Market,Coffee,106
South,Small Market,Coffee,106
South,Small Market,Espresso,106
South,Small Market,Espresso,106
West,Small Market,Tea,106
Central,Small Market,Espresso,106
Central,Small Market,Herbal Tea,106
East,Small Market,Espresso,106
East,Small Market,Espresso,106
Central,Small Market,Herbal Tea,106
Central,Small Market,Herbal Tea,106
West,Small Market,Espresso,106
West,Small Market,Herbal Tea,106
South,Major Market,Coffee,106
Central,Major Market,Coffee,106
West,Small Market,Herbal Tea,106
East,Major Market,Espresso,106
Central,Major Market,Herbal Tea,107
Central,Small Market,Herbal Tea,107
South,Major Market,Herbal Tea,107
South,Small Market,Coffee,107
South,Small Market,Coffee,107
South,Major Market,Herbal Tea,107
Central,Major Market,Coffee,107
Central,Major Market,Coffee,107
West,Small Market,Coffee,107
West,Small Market,Herbal Tea,107
West,Small Market,Tea,107
West,Small Market,Coffee,107
West,Small Market,Herbal Tea,107
South,Small Market,Espresso,107
South,Small Market,Espresso,107
West,Small Market,Herbal Tea,107
West,Small Market,Tea,107
Central,Major Market,Coffee,107
West,Small Market,Coffee,107
East,Small Market,Coffee,107
East,Small Market,Espresso,107
East,Small Market,Espresso,107
Central,Major Market,Herbal Tea,107
West,Small Market,Tea,107
Central,Small Market,Herbal Tea,107
South,Major Market,Herbal Tea,107
South,Major Market,Herbal Tea,107
Central,Small Market,Herbal Tea,107
Central,Major Market,Coffee,107
Central,Major Market,Coffee,107
East,Small Market,Espresso,107
Central,Major Market,Tea,107
West,Small Market,Coffee,107
West,Small Market,Coffee,107
West,Small Market,Espresso,107
South,Small Market,Espresso,107
East,Small Market,Tea,108
Central,Major Market,Espresso,108
Central,Major Market,Coffee,108
Central,Major Market,Herbal Tea,108
Central,Major Market,Coffee,108
South,Major Market,Herbal Tea,108
South,Major Market,Herbal Tea,108
West,Small Market,Espresso,108
West,Small Market,Espresso,108
West,Small Market,Herbal Tea,108
East,Small Market,Espresso,108
East,Small Market,Tea,108
West,Small Market,Espresso,108
West,Small Market,Coffee,108
West,Small Market,Espresso,108
East,Small Market,Coffee,108
Central,Small Market,Espresso,108
Central,Major Market,Tea,108
Central,Major Market,Tea,108
West,Small Market,Coffee,108
Central,Small Market,Espresso,108
East,Major Market,Herbal Tea,108
West,Small Market,Espresso,109
West,Major Market,Coffee,109
South,Major Market,Herbal Tea,109
South,Small Market,Espresso,109
East,Major Market,Herbal Tea,109
East,Major Market,Herbal Tea,109
Central,Small Market,Espresso,109
Central,Small Market,Coffee,109
Central,Major Market,Espresso,109
West,Small Market,Tea,109
West,Small Market,Coffee,109
West,Small Market,Espresso,109
West,Small Market,Herbal Tea,109
West,Small Market,Herbal Tea,109
West,Small Market,Herbal Tea,109
East,Small Market,Herbal Tea,109
West,Small Market,Espresso,109
South,Small Market,Coffee,109
South,Small Market,Coffee,109
South,Small Market,Coffee,109
South,Small Market,Espresso,109
West,Small Market,Espresso,109
Central,Major Market,Coffee,109
Central,Small Market,Herbal Tea,109
Central,Small Market,Herbal Tea,109
Central,Small Market,Herbal Tea,109
East,Small Market,Coffee,109
East,Small Market,Espresso,109
Central,Small Market,Espresso,109
West,Major Market,Coffee,109
Central,Small Market,Espresso,109
Central,Small Market,Tea,109
Central,Major Market,Tea,109
Central,Major Market,Herbal Tea,109
Central,Major Market,Tea,109
Central,Major Market,Tea,109
East,Major Market,Tea,109
East,Major Market,Herbal Tea,109
East,Major Market,Herbal Tea,109
West,Small Market,Tea,109
West,Major Market,Coffee,109
East,Small Market,Tea,109
Central,Major Market,Espresso,109
West,Small Market,Espresso,109
West,Small Market,Espresso,109
West,Small Market,Espresso,110
West,Small Market,Espresso,110
Central,Small Market,Espresso,110
Central,Small Market,Espresso,110
Central,Small Market,Espresso,110
Central,Major Market,Tea,110
South,Small Market,Espresso,110
East,Major Market,Herbal Tea,110
South,Small Market,Herbal Tea,110
South,Small Market,Herbal Tea,110
West,Small Market,Tea,110
West,Small Market,Espresso,110
East,Major Market,Tea,110
East,Major Market,Espresso,110
Central,Major Market,Espresso,110
West,Small Market,Espresso,110
West,Small Market,Espresso,110
West,Small Market,Espresso,110
West,Small Market,Espresso,110
West,Small Market,Espresso,110
Central,Major Market,Coffee,110
Central,Small Market,Espresso,110
Central,Small Market,Espresso,110
Central,Major Market,Herbal Tea,110
East,Major Market,Herbal Tea,110
East,Major Market,Herbal Tea,110
East,Major Market,Espresso,110
West,Small Market,Coffee,110
West,Small Market,Espresso,110
West,Small Market,Espresso,110
Central,Small Market,Coffee,110
West,Major Market,Coffee,110
East,Major Market,Herbal Tea,110
South,Major Market,Herbal Tea,110
Central,Small Market,Espresso,110
Central,Small Market,Tea,110
East,Major Market,Herbal Tea,110
East,Major Market,Herbal Tea,110
East,Small Market,Herbal Tea,110
West,Small Market,Espresso,110
South,Small Market,Herbal Tea,110
South,Small Market,Herbal Tea,111
Central,Small Market,Herbal Tea,111
East,Major Market,Espresso,111
West,Small Market,Coffee,111
West,Small Market,Espresso,111
West,Small Market,Espresso,111
West,Small Market,Herbal Tea,111
West,Small Market,Coffee,111
South,Small Market,Coffee,111
South,Small Market,Espresso,111
Central,Small Market,Herbal Tea,111
East,Small Market,Espresso,111
West,Small Market,Tea,111
East,Small Market,Espresso,111
East,Major Market,Espresso,111
South,Small Market,Herbal Tea,111
East,Major Market,Herbal Tea,112
South,Small Market,Espresso,112
West,Small Market,Espresso,112
Central,Major Market,Tea,112
South,Small Market,Herbal Tea,112
South,Small Market,Herbal Tea,112
West,Small Market,Tea,112
Central,Major Market,Coffee,112
West,Small Market,Coffee,112
West,Small Market,Espresso,112
West,Small Market,Espresso,112
East,Small Market,Espresso,112
West,Small Market,Coffee,112
West,Small Market,Herbal Tea,112
Central,Small Market,Espresso,112
South,Small Market,Coffee,112
Central,Small Market,Espresso,112
Central,Small Market,Tea,112
West,Small Market,Espresso,112
East,Small Market,Espresso,112
East,Major Market,Herbal Tea,112
Central,Major Market,Herbal Tea,112
West,Small Market,Coffee,112
East,Small Market,Espresso,113
West,Small Market,Tea,113
West,Small Market,Tea,113
Central,Small Market,Tea,113
Central,Small Market,Tea,113
Central,Major Market,Tea,113
Central,Small Market,Herbal Tea,113
Central,Small Market,Herbal Tea,113
South,Small Market,Espresso,113
South,Small Market,Espresso,113
West,Small Market,Tea,113
West,Small Market,Tea,113
East,Major Market,Espresso,113
West,Small Market,Coffee,113
West,Small Market,Coffee,113
West,Small Market,Tea,113
South,Small Market,Coffee,113
South,Small Market,Espresso,113
South,Small Market,Espresso,113
West,Small Market,Herbal Tea,113
East,Small Market,Coffee,113
East,Small Market,Espresso,113
East,Small Market,Espresso,113
Central,Small Market,Tea,113
Central,Major Market,Tea,113
West,Small Market,Herbal Tea,113
West,Small Market,Herbal Tea,113
West,Small Market,Tea,113
Central,Small Market,Herbal Tea,113
East,Small Market,Espresso,113
East,Small Market,Espresso,113
South,Small Market,Coffee,113
Central,Small Market,Tea,113
East,Major Market,Tea,113
West,Small Market,Coffee,113
South,Small Market,Espresso,113
South,Small Market,Espresso,113
West,Small Market,Espresso,114
South,Small Market,Espresso,114
South,Small Market,Espresso,114
West,Small Market,Tea,114
West,Small Market,Tea,114
Central,Small Market,Tea,114
South,Major Market,Herbal Tea,114
Central,Major Market,Coffee,114
East,Major Market,Herbal Tea,114
East,Major Market,Espresso,114
Central,Small Market,Herbal Tea,114
Central,Small Market,Herbal Tea,114
South,Major Market,Herbal Tea,114
West,Small Market,Herbal Tea,114
West,Small Market,Herbal Tea,114
West,Small Market,Herbal Tea,114
West,Small Market,Tea,114
West,Small Market,Tea,114
West,Small Market,Espresso,114
South,Major Market,Herbal Tea,114
West,Small Market,Coffee,114
West,Small Market,Coffee,114
South,Small Market,Coffee,114
South,Small Market,Coffee,114
South,Small Market,Espresso,114
South,Small Market,Espresso,114
West,Small Market,Coffee,114
East,Small Market,Coffee,114
East,Small Market,Coffee,114
East,Small Market,Coffee,114
East,Small Market,Espresso,114
East,Small Market,Espresso,114
Central,Major Market,Coffee,114
Central,Major Market,Coffee,114
Central,Major Market,Espresso,114
Central,Small Market,Espresso,114
Central,Small Market,Espresso,114
Central,Major Market,Tea,114
Central,Major Market,Espresso,114
East,Major Market,Herbal Tea,114
East,Major Market,Herbal Tea,114
West,Small Market,Coffee,114
Central,Small Market,Herbal Tea,114
South,Major Market,Herbal Tea,114
Central,Major Market,Coffee,114
East,Major Market,Tea,114
East,Small Market,Espresso,114
Central,Major Market,Tea,114
West,Small Market,Coffee,114
West,Small Market,Coffee,114
West,Small Market,Espresso,114
West,Small Market,Espresso,114
East,Small Market,Tea,115
West,Small Market,Espresso,115
South,Small Market,Coffee,115
Central,Small Market,Herbal Tea,115
Central,Major Market,Espresso,115
West,Small Market,Espresso,115
West,Small Market,Espresso,115
West,Small Market,Espresso,115
South,Small Market,Coffee,115
South,Small Market,Coffee,115
West,Small Market,Herbal Tea,115
Central,Major Market,Espresso,115
Central,Small Market,Espresso,115
Central,Small Market,Espresso,115
Central,Small Market,Herbal Tea,115
Central,Major Market,Tea,115
East,Major Market,Tea,115
East,Major Market,Herbal Tea,115
West,Small Market,Herbal Tea,115
East,Small Market,Tea,115
East,Major Market,Herbal Tea,115
Central,Small Market,Espresso,115
Central,Major Market,Tea,115
West,Small Market,Coffee,115
West,Small Market,Espresso,115
East,Major Market,Herbal Tea,115
Central,Major Market,Tea,116
Central,Small Market,Herbal Tea,116
West,Small Market,Herbal Tea,116
West,Small Market,Herbal Tea,116
West,Small Market,Tea,116
South,Small Market,Coffee,116
South,Small Market,Coffee,116
South,Small Market,Espresso,116
Central,Small Market,Herbal Tea,116
East,Small Market,Coffee,116
East,Small Market,Espresso,116
West,Major Market,Coffee,116
West,Major Market,Coffee,116
Central,Major Market,Tea,116
East,Major Market,Espresso,116
West,Major Market,Coffee,116
West,Small Market,Coffee,116
Central,Major Market,Espresso,117
West,Small Market,Espresso,117
South,Small Market,Herbal Tea,117
West,Small Market,Herbal Tea,117
East,Major Market,Herbal Tea,117
South,Small Market,Coffee,117
Central,Major Market,Coffee,117
West,Small Market,Espresso,117
West,Small Market,Espresso,117
West,Major Market,Coffee,117
East,Major Market,Espresso,117
Central,Small Market,Espresso,117
Central,Major Market,Herbal Tea,117
Central,Major Market,Tea,117
East,Major Market,Herbal Tea,117
West,Small Market,Espresso,117
South,Major Market,Herbal Tea,117
Central,Major Market,Tea,117
East,Small Market,Espresso,118
South,Small Market,Coffee,118
West,Small Market,Espresso,118
West,Small Market,Herbal Tea,118
Central,Small Market,Coffee,118
Central,Small Market,Herbal Tea,118
Central,Major Market,Tea,118
Central,Small Market,Herbal Tea,118
West,Small Market,Coffee,118
West,Small Market,Tea,118
West,Small Market,Espresso,118
West,Small Market,Espresso,118
South,Small Market,Coffee,118
South,Small Market,Espresso,118
Central,Major Market,Coffee,118
West,Small Market,Espresso,118
East,Small Market,Espresso,118
West,Major Market,Coffee,118
Central,Small Market,Espresso,118
Central,Major Market,Herbal Tea,118
Central,Major Market,Tea,118
East,Major Market,Herbal Tea,118
Central,Major Market,Espresso,118
South,Major Market,Herbal Tea,118
East,Major Market,Herbal Tea,118
East,Major Market,Tea,118
South,Small Market,Herbal Tea,118
West,Major Market,Herbal Tea,119
South,Small Market,Coffee,119
Central,Small Market,Espresso,119
Central,Major Market,Herbal Tea,119
South,Small Market,Coffee,119
South,Small Market,Herbal Tea,119
East,Major Market,Herbal Tea,119
West,Small Market,Herbal Tea,119
West,Small Market,Herbal Tea,119
West,Small Market,Espresso,119
West,Small Market,Coffee,119
West,Small Market,Espresso,119
West,Small Market,Herbal Tea,119
West,Small Market,Espresso,119
South,Major Market,Coffee,119
East,Small Market,Espresso,119
West,Small Market,Coffee,119
South,Small Market,Coffee,119
Central,Major Market,Coffee,119
West,Small Market,Coffee,119
Central,Small Market,Espresso,119
East,Small Market,Coffee,119
Central,Major Market,Herbal Tea,119
West,Small Market,Espresso,119
East,Major Market,Herbal Tea,119
Central,Major Market,Coffee,119
South,Small Market,Herbal Tea,119
West,Small Market,Tea,120
South,Small Market,Espresso,120
East,Major Market,Herbal Tea,120
West,Small Market,Espresso,120
West,Small Market,Espresso,120
Central,Small Market,Coffee,120
Central,Small Market,Coffee,120
Central,Small Market,Tea,120
Central,Small Market,Tea,120
Central,Major Market,Tea,120
West,Major Market,Herbal Tea,120
South,Small Market,Coffee,120
South,Small Market,Espresso,120
South,Small Market,Espresso,120
West,Small Market,Herbal Tea,120
West,Small Market,Herbal Tea,120
West,Small Market,Herbal Tea,120
West,Small Market,Herbal Tea,120
West,Small Market,Espresso,120
South,Small Market,Coffee,120
West,Small Market,Tea,120
West,Small Market,Tea,120
South,Small Market,Herbal Tea,120
East,Small Market,Coffee,120
East,Small Market,Coffee,120
East,Small Market,Coffee,120
East,Small Market,Coffee,120
Central,Small Market,Tea,120
Central,Major Market,Espresso,120
South,Major Market,Coffee,120
Central,Major Market,Coffee,120
Central,Major Market,Tea,120
East,Major Market,Herbal Tea,120
East,Major Market,Espresso,120
East,Major Market,Herbal Tea,120
West,Small Market,Coffee,120
West,Small Market,Herbal Tea,120
Central,Major Market,Herbal Tea,120
South,Small Market,Herbal Tea,120
East,Small Market,Espresso,120
East,Small Market,Espresso,121
West,Small Market,Tea,121
Central,Major Market,Coffee,121
Central,Small Market,Coffee,121
Central,Small Market,Tea,121
South,Major Market,Herbal Tea,121
Central,Major Market,Tea,121
Central,Major Market,Tea,121
South,Small Market,Coffee,121
South,Small Market,Coffee,121
East,Major Market,Herbal Tea,121
Central,Major Market,Espresso,121
West,Small Market,Espresso,121
West,Small Market,Coffee,121
West,Small Market,Espresso,121
West,Small Market,Herbal Tea,121
West,Small Market,Herbal Tea,121
West,Small Market,Herbal Tea,121
West,Small Market,Coffee,121
West,Small Market,Coffee,121
South,Small Market,Espresso,121
South,Small Market,Coffee,121
South,Small Market,Coffee,121
East,Major Market,Herbal Tea,121
West,Small Market,Espresso,121
Central,Small Market,Espresso,121
East,Small Market,Coffee,121
East,Small Market,Coffee,121
East,Small Market,Coffee,121
Central,Small Market,Herbal Tea,121
Central,Small Market,Herbal Tea,121
Central,Major Market,Coffee,121
East,Major Market,Tea,121
South,Major Market,Herbal Tea,121
East,Major Market,Tea,121
South,Small Market,Herbal Tea,121
East,Small Market,Tea,121
Central,Major Market,Coffee,122
Central,Major Market,Coffee,122
Central,Major Market,Herbal Tea,122
Central,Major Market,Tea,122
South,Small Market,Coffee,122
South,Small Market,Coffee,122
Central,Small Market,Herbal Tea,122
East,Small Market,Coffee,122
Central,Major Market,Herbal Tea,122
West,Small Market,Herbal Tea,122
West,Small Market,Herbal Tea,122
West,Major Market,Coffee,122
South,Major Market,Herbal Tea,122
West,Small Market,Coffee,122
West,Small Market,Espresso,122
West,Small Market,Espresso,123
South,Major Market,Espresso,123
West,Small Market,Herbal Tea,123
Central,Major Market,Espresso,123
Central,Small Market,Espresso,123
Central,Small Market,Espresso,123
South,Small Market,Coffee,123
Central,Major Market,Coffee,123
West,Small Market,Espresso,123
West,Small Market,Espresso,123
West,Small Market,Espresso,123
West,Small Market,Espresso,123
West,Small Market,Herbal Tea,123
Central,Major Market,Coffee,123
East,Small Market,Tea,123
East,Small Market,Tea,123
South,Small Market,Coffee,123
South,Small Market,Coffee,123
West,Small Market,Espresso,123
Central,Small Market,Espresso,123
Central,Small Market,Espresso,123
Central,Small Market,Herbal Tea,123
West,Major Market,Tea,123
South,Major Market,Herbal Tea,123
Central,Small Market,Espresso,123
East,Major Market,Tea,123
East,Major Market,Herbal Tea,123
Central,Major Market,Herbal Tea,123
Central,Major Market,Tea,123
East,Major Market,Tea,123
East,Major Market,Herbal Tea,123
East,Small Market,Tea,123
South,Major Market,Herbal Tea,123
Central,Small Market,Herbal Tea,123
East,Small Market,Tea,123
Central,Major Market,Herbal Tea,123
West,Small Market,Espresso,123
West,Small Market,Tea,124
South,Small Market,Espresso,124
Central,Small Market,Herbal Tea,124
Central,Major Market,Espresso,124
West,Small Market,Coffee,124
West,Small Market,Herbal Tea,124
West,Small Market,Tea,124
South,Small Market,Espresso,124
West,Small Market,Espresso,124
East,Small Market,Coffee,124
East,Small Market,Espresso,124
East,Major Market,Herbal Tea,124
East,Major Market,Herbal Tea,124
Central,Major Market,Tea,124
East,Major Market,Espresso,124
West,Small Market,Coffee,124
Central,Small Market,Herbal Tea,124
East,Small Market,Espresso,124
East,Small Market,Espresso,124
West,Major Market,Coffee,124
Central,Major Market,Tea,124
South,Small Market,Espresso,125
Central,Major Market,Herbal Tea,125
South,Small Market,Espresso,125
South,Small Market,Herbal Tea,125
East,Major Market,Espresso,125
West,Small Market,Tea,125
Central,Small Market,Herbal Tea,125
West,Small Market,Tea,125
West,Small Market,Espresso,125
West,Small Market,Herbal Tea,125
West,Small Market,Herbal Tea,125
West,Small Market,Coffee,125
South,Small Market,Coffee,125
South,Small Market,Espresso,125
East,Major Market,Espresso,125
Central,Major Market,Coffee,125
Central,Major Market,Coffee,125
West,Small Market,Coffee,125
West,Small Market,Espresso,125
Central,Major Market,Coffee,125
East,Small Market,Coffee,125
East,Small Market,Coffee,125
East,Small Market,Espresso,125
Central,Major Market,Coffee,125
Central,Small Market,Herbal Tea,125
Central,Small Market,Herbal Tea,125
Central,Major Market,Herbal Tea,125
Central,Major Market,Tea,125
Central,Major Market,Herbal Tea,125
West,Small Market,Tea,125
South,Major Market,Herbal Tea,125
West,Major Market,Coffee,125
Central,Major Market,Herbal Tea,125
West,Small Market,Coffee,125
West,Small Market,Espresso,126
Central,Major Market,Coffee,126
West,Small Market,Espresso,126
West,Small Market,Tea,126
Central,Small Market,Herbal Tea,126
Central,Small Market,Herbal Tea,126
South,Small Market,Espresso,126
South,Small Market,Herbal Tea,126
West,Small Market,Tea,126
South,Small Market,Coffee,126
South,Small Market,Espresso,126
West,Small Market,Coffee,126
Central,Small Market,Espresso,126
South,Small Market,Herbal Tea,126
East,Small Market,Espresso,126
Central,Small Market,Herbal Tea,126
Central,Small Market,Coffee,126
Central,Small Market,Coffee,126
Central,Small Market,Herbal Tea,126
East,Major Market,Tea,126
East,Major Market,Espresso,126
West,Small Market,Espresso,126
East,Major Market,Herbal Tea,126
East,Major Market,Tea,126
East,Major Market,Herbal Tea,126
Central,Major Market,Herbal Tea,126
Central,Major Market,Tea,126
South,Small Market,Coffee,126
South,Small Market,Espresso,127
Central,Major Market,Coffee,127
West,Small Market,Espresso,127
Central,Major Market,Herbal Tea,127
East,Major Market,Herbal Tea,127
South,Small Market,Coffee,127
South,Small Market,Coffee,127
Central,Small Market,Tea,127
West,Small Market,Herbal Tea,127
West,Small Market,Coffee,127
West,Small Market,Espresso,127
West,Small Market,Herbal Tea,127
West,Small Market,Herbal Tea,127
South,Major Market,Herbal Tea,127
West,Small Market,Espresso,127
South,Small Market,Herbal Tea,127
South,Small Market,Coffee,127
West,Small Market,Tea,127
West,Small Market,Herbal Tea,127
Central,Major Market,Coffee,127
West,Small Market,Coffee,127
South,Small Market,Herbal Tea,127
East,Small Market,Coffee,127
East,Small Market,Coffee,127
West,Major Market,Coffee,127
East,Small Market,Espresso,127
East,Small Market,Espresso,127
Central,Small Market,Coffee,127
Central,Major Market,Herbal Tea,127
West,Small Market,Coffee,127
East,Small Market,Espresso,128
West,Small Market,Tea,128
Central,Small Market,Coffee,128
South,Small Market,Espresso,128
South,Small Market,Espresso,128
East,Major Market,Espresso,128
East,Major Market,Herbal Tea,128
West,Small Market,Tea,128
West,Small Market,Espresso,128
Central,Major Market,Espresso,128
West,Small Market,Herbal Tea,128
South,Major Market,Herbal Tea,128
West,Small Market,Espresso,128
Central,Major Market,Coffee,128
West,Small Market,Coffee,128
East,Major Market,Espresso,128
Central,Major Market,Coffee,128
Central,Small Market,Espresso,128
East,Small Market,Coffee,128
East,Small Market,Coffee,128
Central,Small Market,Tea,128
Central,Small Market,Tea,128
Central,Major Market,Herbal Tea,128
Central,Major Market,Tea,128
East,Major Market,Herbal Tea,128
West,Small Market,Herbal Tea,128
West,Small Market,Herbal Tea,128
South,Small Market,Herbal Tea,128
West,Small Market,Coffee,128
West,Small Market,Coffee,128
West,Small Market,Espresso,128
South,Small Market,Coffee,128
West,Small Market,Espresso,129
Central,Major Market,Espresso,129
West,Small Market,Tea,129
Central,Small Market,Coffee,129
Central,Small Market,Herbal Tea,129
Central,Small Market,Herbal Tea,129
East,Major Market,Tea,129
Central,Major Market,Coffee,129
South,Small Market,Coffee,129
West,Small Market,Espresso,129
South,Small Market,Herbal Tea,129
Central,Small Market,Coffee,129
Central,Small Market,Tea,129
Central,Major Market,Espresso,129
West,Small Market,Tea,129
West,Small Market,Espresso,129
South,Small Market,Coffee,129
South,Small Market,Espresso,129
East,Major Market,Herbal Tea,129
West,Small Market,Espresso,129
East,Major Market,Herbal Tea,129
Central,Small Market,Espresso,129
South,Small Market,Herbal Tea,129
East,Small Market,Coffee,129
Central,Small Market,Herbal Tea,129
Central,Major Market,Coffee,129
Central,Small Market,Herbal Tea,129
Central,Major Market,Herbal Tea,129
Central,Major Market,Tea,129
Central,Major Market,Coffee,129
East,Major Market,Herbal Tea,129
West,Small Market,Herbal Tea,129
South,Major Market,Herbal Tea,129
East,Small Market,Tea,129
East,Major Market,Tea,129
East,Major Market,Tea,129
East,Major Market,Herbal Tea,129
South,Major Market,Herbal Tea,129
Central,Major Market,Herbal Tea,129
Central,Major Market,Tea,129
West,Small Market,Coffee,129
West,Small Market,Coffee,129
West,Small Market,Espresso,129
West,Small Market,Espresso,129
South,Small Market,Coffee,129
South,Small Market,Espresso,129
